epoch,train_loss,val_loss
2.800000000000000000e+01,1.019158121198415756e-02,9.954381734132766724e-03
2.900000000000000000e+01,9.578508324921131134e-03,1.226902846246957779e-02
3.000000000000000000e+01,1.000259537249803543e-02,1.561204995959997177e-02
3.100000000000000000e+01,1.032070908695459366e-02,9.595779702067375183e-03
3.200000000000000000e+01,7.853928953409194946e-03,9.459487162530422211e-03
3.300000000000000000e+01,9.073275141417980194e-03,8.672941476106643677e-03
3.400000000000000000e+01,9.313567541539669037e-03,1.296545751392841339e-02
3.500000000000000000e+01,8.621357381343841553e-03,1.133197732269763947e-02
3.600000000000000000e+01,7.706353906542062759e-03,6.401838269084692001e-03
3.700000000000000000e+01,7.543375715613365173e-03,5.475365556776523590e-03
3.800000000000000000e+01,7.927029393613338470e-03,1.000639609992504120e-02
3.900000000000000000e+01,7.712437771260738373e-03,1.045107748359441757e-02
4.000000000000000000e+01,7.924596779048442841e-03,6.934317294508218765e-03
4.100000000000000000e+01,6.398629862815141678e-03,5.494116805493831635e-03
4.200000000000000000e+01,9.477755054831504822e-03,1.167754922062158585e-02
4.300000000000000000e+01,1.041738875210285187e-02,1.948082633316516876e-02
4.400000000000000000e+01,6.571582518517971039e-03,7.961400784552097321e-03
4.500000000000000000e+01,7.112736348062753677e-03,8.979656733572483063e-03
4.600000000000000000e+01,6.113466806709766388e-03,7.367102429270744324e-03
4.700000000000000000e+01,9.679640643298625946e-03,1.030140463262796402e-02
4.800000000000000000e+01,9.296133182942867279e-03,1.079846825450658798e-02
4.900000000000000000e+01,6.565454881638288498e-03,8.611381053924560547e-03
5.000000000000000000e+01,5.681888666003942490e-03,9.006877429783344269e-03
5.100000000000000000e+01,6.450448650866746902e-03,6.726371590048074722e-03
5.200000000000000000e+01,5.718866828829050064e-03,3.791874740272760391e-03
5.300000000000000000e+01,5.543486680835485458e-03,1.276771910488605499e-02
5.400000000000000000e+01,6.221616640686988831e-03,8.800116367638111115e-03
5.500000000000000000e+01,5.137284286320209503e-03,8.228586986660957336e-03
5.600000000000000000e+01,7.028162945061922073e-03,9.968677535653114319e-03
5.700000000000000000e+01,4.961309488862752914e-03,8.686497807502746582e-03
5.800000000000000000e+01,5.741720553487539291e-03,1.633230783045291901e-02
5.900000000000000000e+01,5.751911085098981857e-03,2.114408276975154877e-02
6.000000000000000000e+01,5.776940379291772842e-03,6.572491955012083054e-03
6.100000000000000000e+01,5.194230005145072937e-03,1.126524619758129120e-02
6.200000000000000000e+01,6.528467871248722076e-03,5.509540438652038574e-03
6.300000000000000000e+01,5.094339605420827866e-03,8.312768302857875824e-03
6.400000000000000000e+01,4.006346222013235092e-03,6.736005656421184540e-03
6.500000000000000000e+01,5.087348632514476776e-03,7.613818626850843430e-03
6.600000000000000000e+01,4.277176223695278168e-03,8.790319412946701050e-02
6.700000000000000000e+01,3.975563682615756989e-03,1.195121929049491882e-02
6.800000000000000000e+01,5.467171780765056610e-03,5.912941414862871170e-03
6.900000000000000000e+01,5.157200153917074203e-03,9.230722673237323761e-03
7.000000000000000000e+01,4.152880050241947174e-03,1.398260332643985748e-02
7.100000000000000000e+01,4.757441580295562744e-03,1.186558138579130173e-02
7.200000000000000000e+01,3.357571782544255257e-03,4.057488869875669479e-03
7.300000000000000000e+01,4.594985861331224442e-03,9.033545851707458496e-03
7.400000000000000000e+01,5.117826163768768311e-03,1.279807742685079575e-02
7.500000000000000000e+01,4.067562520503997803e-03,6.346789188683032990e-03
7.600000000000000000e+01,3.700867993757128716e-03,9.719654917716979980e-03
7.700000000000000000e+01,3.988722339272499084e-03,3.458368359133601189e-03
7.800000000000000000e+01,4.855413921177387238e-03,6.004186812788248062e-03
7.900000000000000000e+01,5.356649868190288544e-03,4.953017458319664001e-02
8.000000000000000000e+01,4.010453820228576660e-03,9.193290956318378448e-03
8.100000000000000000e+01,3.878512186929583549e-03,1.266096904873847961e-02
8.200000000000000000e+01,4.834437742829322815e-03,5.335359368473291397e-03
8.300000000000000000e+01,3.956498112529516220e-03,4.847452044486999512e-03
8.400000000000000000e+01,3.081731963902711868e-03,5.141229834407567978e-03
8.500000000000000000e+01,3.455230267718434334e-03,6.805642973631620407e-03
8.600000000000000000e+01,2.405659062787890434e-03,7.269534282386302948e-03
8.700000000000000000e+01,3.810440190136432648e-03,3.865960054099559784e-03
8.800000000000000000e+01,2.349649323150515556e-03,5.504074506461620331e-03
8.900000000000000000e+01,2.113098045811057091e-03,6.731464061886072159e-03
9.000000000000000000e+01,3.657519817352294922e-03,1.067463587969541550e-02
9.100000000000000000e+01,4.543496295809745789e-03,7.116767577826976776e-03
9.200000000000000000e+01,4.602343309670686722e-03,6.371099036186933517e-03
9.300000000000000000e+01,2.561149653047323227e-03,5.867930594831705093e-03
9.400000000000000000e+01,2.278569154441356659e-03,5.179923493415117264e-03
9.500000000000000000e+01,1.718654530122876167e-03,4.550468176603317261e-03
9.600000000000000000e+01,2.446054946631193161e-03,2.445853874087333679e-02
9.700000000000000000e+01,4.921363200992345810e-03,7.866404950618743896e-03
9.800000000000000000e+01,6.220671348273754120e-03,9.589756838977336884e-03
9.900000000000000000e+01,3.097987035289406776e-03,6.934543140232563019e-03
1.000000000000000000e+02,2.483160700649023056e-03,8.365379646420478821e-03
1.010000000000000000e+02,2.943329978734254837e-03,4.582684952765703201e-03
1.020000000000000000e+02,2.580999163910746574e-03,7.154764607548713684e-03
1.030000000000000000e+02,3.453304525464773178e-03,7.391348481178283691e-03
1.040000000000000000e+02,3.029564628377556801e-03,4.979813005775213242e-03
1.050000000000000000e+02,2.210939303040504456e-03,5.191417410969734192e-03
1.060000000000000000e+02,1.830529537983238697e-03,4.459699615836143494e-03
1.070000000000000000e+02,2.169114304706454277e-03,4.923771601170301437e-03
1.080000000000000000e+02,4.160072654485702515e-03,5.585166625678539276e-03
1.090000000000000000e+02,3.724118461832404137e-03,4.863809794187545776e-03
1.100000000000000000e+02,2.617413643747568130e-03,7.019723299890756607e-03
1.110000000000000000e+02,2.680727746337652206e-03,4.929732996970415115e-03
1.120000000000000000e+02,1.969942124560475349e-03,4.075159784406423569e-03
1.130000000000000000e+02,2.276597777381539345e-03,1.000295393168926239e-02
1.140000000000000000e+02,2.003150992095470428e-03,5.520695354789495468e-03
1.150000000000000000e+02,1.612610882148146629e-03,7.046846672892570496e-03
1.160000000000000000e+02,2.464599674567580223e-03,6.901626940816640854e-03
1.170000000000000000e+02,2.082206774502992630e-03,7.032683119177818298e-03
1.180000000000000000e+02,3.582748351618647575e-03,5.685635842382907867e-03
1.190000000000000000e+02,2.051071962341666222e-03,5.263437982648611069e-03
1.200000000000000000e+02,2.439154544845223427e-03,6.070551928132772446e-03
1.210000000000000000e+02,1.904599834233522415e-03,5.066039040684700012e-03
1.220000000000000000e+02,2.407701220363378525e-03,8.240390568971633911e-03
1.230000000000000000e+02,3.302374621853232384e-03,6.037740036845207214e-03
1.240000000000000000e+02,2.205971162766218185e-03,5.457784514874219894e-03
1.250000000000000000e+02,1.601580297574400902e-03,5.346604157239198685e-03
1.260000000000000000e+02,1.408857526257634163e-03,3.979138564318418503e-03
1.270000000000000000e+02,3.223941195756196976e-03,5.612169858068227768e-03
1.280000000000000000e+02,3.624743781983852386e-03,7.291193120181560516e-03
1.290000000000000000e+02,1.780466409400105476e-03,5.909341853111982346e-03
1.300000000000000000e+02,1.405849703587591648e-03,5.059030372649431229e-03
1.310000000000000000e+02,2.035218290984630585e-03,3.979140892624855042e-03
1.320000000000000000e+02,1.233861898072063923e-03,4.054430406540632248e-03
1.330000000000000000e+02,2.492285799235105515e-03,5.584977567195892334e-03
1.340000000000000000e+02,2.206616569310426712e-03,5.462790839374065399e-03
1.350000000000000000e+02,2.085754182189702988e-03,4.851450212299823761e-03
1.360000000000000000e+02,1.416645012795925140e-03,5.947885103523731232e-03
1.370000000000000000e+02,4.460100084543228149e-03,6.335266400128602982e-03
1.380000000000000000e+02,3.121524816378951073e-03,4.542510956525802612e-03
1.390000000000000000e+02,1.968116033822298050e-03,4.578963387757539749e-03
1.400000000000000000e+02,1.372629893012344837e-03,4.908901173621416092e-03
1.410000000000000000e+02,1.344194402918219566e-03,4.084111656993627548e-03
1.420000000000000000e+02,1.026128535158932209e-03,4.109682049602270126e-03
1.430000000000000000e+02,1.022267038933932781e-03,5.311464890837669373e-03
1.440000000000000000e+02,1.174443401396274567e-03,4.824230913072824478e-03
1.450000000000000000e+02,1.060374663211405277e-03,4.566356074064970016e-03
1.460000000000000000e+02,1.029026578180491924e-03,4.234310239553451538e-03
1.470000000000000000e+02,1.069324323907494545e-03,4.171322565525770187e-03
1.480000000000000000e+02,1.108990749344229698e-03,5.104342475533485413e-03
1.490000000000000000e+02,9.282776154577732086e-04,4.137725103646516800e-03
1.500000000000000000e+02,2.291846554726362228e-03,6.093942094594240189e-03
1.510000000000000000e+02,2.797270193696022034e-03,9.266507811844348907e-03
1.520000000000000000e+02,3.028656821697950363e-03,5.797630175948143005e-03
1.530000000000000000e+02,2.152448054403066635e-03,2.475992543622851372e-03
1.540000000000000000e+02,1.868438208475708961e-03,5.139518063515424728e-03
1.550000000000000000e+02,2.735442016273736954e-03,5.985351279377937317e-03
1.560000000000000000e+02,2.093203598633408546e-03,4.357534926384687424e-03
1.570000000000000000e+02,1.226750784553587437e-03,4.648704547435045242e-03
1.580000000000000000e+02,1.131064258515834808e-03,5.152917001396417618e-03
1.590000000000000000e+02,1.040828763507306576e-03,4.769137594848871231e-03
1.600000000000000000e+02,9.616237366572022438e-04,3.559668082743883133e-03
1.610000000000000000e+02,1.042586751282215118e-03,4.153607413172721863e-03
1.620000000000000000e+02,9.297654614783823490e-04,3.174744779244065285e-03
1.630000000000000000e+02,1.137685496360063553e-03,4.139869473874568939e-03
1.640000000000000000e+02,1.163390930742025375e-03,3.509931266307830811e-03
1.650000000000000000e+02,1.352481194771826267e-03,5.725316237658262253e-03
1.660000000000000000e+02,2.043871441856026649e-03,5.030069034546613693e-03
1.670000000000000000e+02,1.568977953866124153e-03,4.066062159836292267e-03
1.680000000000000000e+02,1.501480932347476482e-03,3.884986508637666702e-03
1.690000000000000000e+02,2.323589753359556198e-03,6.261399947106838226e-03
1.700000000000000000e+02,2.043491695076227188e-03,3.749180585145950317e-03
1.710000000000000000e+02,1.460116240195930004e-03,3.873944981023669243e-03
1.720000000000000000e+02,8.386777481064200401e-04,2.587175695225596428e-03
1.730000000000000000e+02,1.031843945384025574e-03,4.826175514608621597e-03
1.740000000000000000e+02,1.123777125030755997e-03,4.523311741650104523e-03
1.750000000000000000e+02,1.139317988418042660e-03,5.274083930999040604e-03
1.760000000000000000e+02,1.272982568480074406e-03,4.423383623361587524e-03
1.770000000000000000e+02,9.386624442413449287e-04,3.009548643603920937e-03
1.780000000000000000e+02,8.658611914142966270e-04,3.565578255802392960e-03
1.790000000000000000e+02,1.107821008190512657e-03,5.425980314612388611e-03
1.800000000000000000e+02,1.098572975024580956e-03,3.925561439245939255e-03
1.810000000000000000e+02,1.759067294187843800e-03,4.201337229460477829e-03
1.820000000000000000e+02,1.902501797303557396e-03,2.690305467694997787e-03
1.830000000000000000e+02,1.343345385976135731e-03,2.567529445514082909e-03
1.840000000000000000e+02,1.725909300148487091e-03,2.843492431566119194e-03
1.850000000000000000e+02,2.015782287344336510e-03,5.192319396883249283e-03
1.860000000000000000e+02,1.530622597783803940e-03,5.906068254262208939e-03
1.870000000000000000e+02,1.846572849899530411e-03,4.712437279522418976e-03
1.880000000000000000e+02,8.467322913929820061e-04,3.381427144631743431e-03
1.890000000000000000e+02,7.462103385478258133e-04,2.267517615109682083e-03
1.900000000000000000e+02,7.909992709755897522e-04,3.706500399857759476e-03
1.910000000000000000e+02,8.266553631983697414e-04,2.481100149452686310e-03
1.920000000000000000e+02,8.801495423540472984e-04,2.911903429776430130e-03
1.930000000000000000e+02,7.952418527565896511e-04,2.280557295307517052e-03
1.940000000000000000e+02,1.253363094292581081e-03,3.582614939659833908e-03
1.950000000000000000e+02,9.995958535000681877e-04,3.223859239369630814e-03
1.960000000000000000e+02,9.772107005119323730e-04,3.515332471579313278e-03
1.970000000000000000e+02,8.444343111477792263e-04,2.457713941112160683e-03
1.980000000000000000e+02,7.325079059228301048e-04,4.041273612529039383e-03
1.990000000000000000e+02,8.066282025538384914e-04,2.987091429531574249e-03
2.000000000000000000e+02,1.209587557241320610e-03,4.838989581912755966e-03
